customer_id,customer_unique_id,customer_name,customer_phone,customer_email,customer_city,customer_state,customer_region,customer_tier,is_active,created_date
KH001103,UNIQUE0001103,Lam Phuong Truc,0992200773,lam.phuong.truc482@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Gold,True,2024-10-23T10:44:38
KH001104,UNIQUE0001104,Ho Yen Thao,0982755488,ho.yen.thao510@customer.tgdd.vn,Can Tho,Can Tho,South,Gold,False,2023-08-08T10:44:38
KH001105,UNIQUE0001105,Le Ha Khanh,0921044092,le.ha.khanh575@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Gold,True,2024-03-13T10:44:38
KH001106,UNIQUE0001106,Yen Ngoc Anh,0933693230,yen.ngoc.anh739@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,False,2023-09-20T10:44:38
KH001107,UNIQUE0001107,Kieu Giang Huong,0994019714,kieu.giang.huong329@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Gold,True,2023-11-26T10:44:38
KH001108,UNIQUE0001108,To Tuyet Ha,0976123061,to.tuyet.ha609@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Gold,True,2024-11-05T10:44:38
KH001109,UNIQUE0001109,Ha Thao Huyen,0996534278,ha.thao.huyen456@customer.tgdd.vn,Hanoi,Hanoi,North,VIP,True,2023-12-29T10:44:38
KH001110,UNIQUE0001110,Lam Phuc Phong,0983417170,lam.phuc.phong961@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Silver,True,2024-11-29T10:44:38
KH001111,UNIQUE0001111,Luu Hai Chuong,0946071866,luu.hai.chuong044@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Silver,True,2024-11-22T10:44:38
KH001112,UNIQUE0001112,Dang Anh Thai,0966783944,đang.anh.thai903@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Gold,True,2024-05-09T10:44:38
KH001113,UNIQUE0001113,Ngo Oanh Lan,0927157900,ngo.oanh.lan223@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Gold,True,2024-06-09T10:44:38
KH001114,UNIQUE0001114,Mai Son Hoai,0955251918,mai.son.hoai695@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Silver,True,2025-03-07T10:44:38
KH001115,UNIQUE0001115,Truong Phong Dai,0943466543,truong.phong.đai253@customer.tgdd.vn,Da Nang,Da Nang,Central,Gold,True,2024-11-14T10:44:38
KH001116,UNIQUE0001116,Trieu Chi Linh,0923819597,trieu.chi.linh384@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2023-03-12T10:44:38
KH001117,UNIQUE0001117,Ngo Trang Hoa,0971178686,ngo.trang.hoa931@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Gold,True,2023-09-06T10:44:38
KH001118,UNIQUE0001118,To Duyen Han,0922094750,to.duyen.han668@customer.tgdd.vn,Long Xuyen,An Giang,South,Gold,True,2023-11-09T10:44:38
KH001119,UNIQUE0001119,Trieu Quyen Mai,0931351470,trieu.quyen.mai640@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Gold,True,2024-10-26T10:44:38
KH001120,UNIQUE0001120,Ly Thien Thang,0924512727,ly.thien.thang353@customer.tgdd.vn,Can Tho,Can Tho,South,Gold,True,2023-11-26T10:44:38
KH001121,UNIQUE0001121,Doan Trang Han,0932164439,đoan.trang.han392@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Silver,True,2024-12-22T10:44:38
KH001122,UNIQUE0001122,Phan Thanh Quoc,0994108840,phan.thanh.quoc088@customer.tgdd.vn,Thanh Hoa,Thanh Hoa,North,Silver,True,2025-03-31T10:44:38
KH001123,UNIQUE0001123,Pham Oanh Vy,0932065768,pham.oanh.vy868@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Silver,True,2025-02-07T10:44:38
KH001124,UNIQUE0001124,Lam Nam Bao,0916376401,lam.nam.bao061@customer.tgdd.vn,Can Tho,Can Tho,South,Diamond,False,2024-03-12T10:44:38
KH001125,UNIQUE0001125,Ly Thanh Tai,0916186341,ly.thanh.tai644@customer.tgdd.vn,Da Nang,Da Nang,Central,Gold,True,2023-10-15T10:44:38
KH001126,UNIQUE0001126,Trinh Thanh Tung,0918409240,trinh.thanh.tung665@customer.tgdd.vn,Quang Ninh,Quang Ninh,North,Platinum,True,2024-01-23T10:44:38
KH001127,UNIQUE0001127,Thoi Hoai My,0933597740,thoi.hoai.my122@customer.tgdd.vn,Pleiku,Gia Lai,Central Highlands,Gold,True,2024-01-18T10:44:38
KH001128,UNIQUE0001128,Ton Thuy Dung,0949976130,ton.thuy.dung659@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Silver,True,2023-07-03T10:44:38
KH001129,UNIQUE0001129,Trinh Quoc Truong,0941858425,trinh.quoc.truong144@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Platinum,True,2022-12-28T10:44:38
KH001130,UNIQUE0001130,Quach Ngoc Cuc,0944789916,quach.ngoc.cuc004@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Gold,True,2025-03-25T10:44:38
KH001131,UNIQUE0001131,Ho Quynh Phuong,0921646386,ho.quynh.phuong681@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Silver,True,2025-02-01T10:44:38
KH001132,UNIQUE0001132,Cao Ha Bao,0975121896,cao.ha.bao750@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Diamond,True,2024-01-16T10:44:38
KH001133,UNIQUE0001133,Dang Ngoc Oanh,0997238106,đang.ngoc.oanh237@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Gold,True,2023-02-27T10:44:38
KH001134,UNIQUE0001134,Trieu Oanh My,0983083675,trieu.oanh.my141@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Platinum,True,2023-08-07T10:44:38
KH001135,UNIQUE0001135,Kieu Duyen Anh,0999921143,kieu.duyen.anh634@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Platinum,True,2024-09-05T10:44:38
KH001136,UNIQUE0001136,To Thi Truc,0987974560,to.thi.truc307@customer.tgdd.vn,Rach Gia,Kien Giang,South,Diamond,True,2023-12-30T10:44:38
KH001137,UNIQUE0001137,Ton Phong Bao,0944958220,ton.phong.bao545@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Gold,True,2023-03-11T10:44:38
KH001138,UNIQUE0001138,Ngo Huong Han,0938904637,ngo.huong.han107@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Silver,True,2025-06-05T10:44:38
KH001139,UNIQUE0001139,Nguyen Hao Hao,0910646001,nguyen.hao.hao215@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Gold,True,2024-09-13T10:44:38
KH001140,UNIQUE0001140,Dinh Thanh Tu,0994849079,đinh.thanh.tu352@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Diamond,True,2022-11-17T10:44:38
KH001141,UNIQUE0001141,Yen Loc Nam,0917162572,yen.loc.nam965@customer.tgdd.vn,Quang Ninh,Quang Ninh,North,Silver,True,2023-10-25T10:44:38
KH001142,UNIQUE0001142,Ton Yen Kieu,0916082433,ton.yen.kieu272@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Gold,True,2024-03-06T10:44:38
KH001143,UNIQUE0001143,Thoi Trang Ha,0966246171,thoi.trang.ha598@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Diamond,True,2024-04-07T10:44:38
KH001144,UNIQUE0001144,Yen Hai Hieu,0925382509,yen.hai.hieu458@customer.tgdd.vn,Vinh,Nghe An,North,Gold,True,2025-08-17T10:44:38
KH001145,UNIQUE0001145,Chu Quynh Hien,0982682731,chu.quynh.hien304@customer.tgdd.vn,Hai Phong,Hai Phong,North,Platinum,True,2024-09-23T10:44:38
KH001146,UNIQUE0001146,Mai Long Khoa,0939238160,mai.long.khoa873@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Platinum,True,2022-11-23T10:44:38
KH001147,UNIQUE0001147,Ton Duy Giau,0998228945,ton.duy.giau486@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Gold,True,2025-09-15T10:44:38
KH001148,UNIQUE0001148,Nguyen Loc Duc,0959817294,nguyen.loc.đuc233@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Gold,False,2023-07-19T10:44:38
KH001149,UNIQUE0001149,Cao Quan Manh,0974883426,cao.quan.manh268@customer.tgdd.vn,Da Nang,Da Nang,Central,Silver,True,2022-12-21T10:44:38
KH001150,UNIQUE0001150,Ha Anh Bao,0912191870,ha.anh.bao648@customer.tgdd.vn,Vung Tau,Ba Ria-Vung Tau,South,Silver,True,2024-11-03T10:44:38
KH001151,UNIQUE0001151,Dang Anh Ai,0960596012,đang.anh.ai739@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Silver,False,2024-11-15T10:44:38
KH001152,UNIQUE0001152,Ho Dinh Quyet,0966298882,ho.đinh.quyet914@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Silver,True,2022-11-29T10:44:38
KH001153,UNIQUE0001153,To Gia Tri,0965860413,to.gia.tri564@customer.tgdd.vn,Quang Ninh,Quang Ninh,North,Silver,True,2023-02-16T10:44:38
KH001154,UNIQUE0001154,Thoi Thanh Chuong,0972246200,thoi.thanh.chuong268@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Silver,False,2023-06-12T10:44:38
KH001155,UNIQUE0001155,Chu Manh Truong,0920413369,chu.manh.truong603@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Silver,True,2025-10-05T10:44:38
KH001156,UNIQUE0001156,Vi Quyen Sao,0924563471,vi.quyen.sao507@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Platinum,True,2023-01-20T10:44:38
KH001157,UNIQUE0001157,Vi Ngoc Gia,0951598799,vi.ngoc.gia456@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Platinum,True,2025-01-04T10:44:38
KH001158,UNIQUE0001158,Kim Long Tam,0948144341,kim.long.tam957@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Silver,False,2025-08-18T10:44:38
KH001159,UNIQUE0001159,Vi Thu Hong,0960287815,vi.thu.hong792@customer.tgdd.vn,Hai Phong,Hai Phong,North,Gold,True,2025-04-11T10:44:38
KH001160,UNIQUE0001160,Ly Thanh Thai,0974396140,ly.thanh.thai007@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Platinum,True,2024-09-28T10:44:38
KH001161,UNIQUE0001161,Ly Hoang Hung,0916277156,ly.hoang.hung754@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Gold,True,2025-09-02T10:44:38
KH001162,UNIQUE0001162,Thai Hao Trung,0973906205,thai.hao.trung715@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Platinum,True,2025-08-25T10:44:38
KH001163,UNIQUE0001163,Trinh Linh Ha,0997641317,trinh.linh.ha499@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Silver,False,2023-03-04T10:44:38
KH001164,UNIQUE0001164,Ly Thanh Phi,0962688193,ly.thanh.phi720@customer.tgdd.vn,Quang Ninh,Quang Ninh,North,Platinum,False,2025-02-21T10:44:38
KH001165,UNIQUE0001165,Cao Yen Tuyen,0972268443,cao.yen.tuyen865@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Gold,True,2025-03-29T10:44:38
KH001166,UNIQUE0001166,Phan Manh Thien,0923739583,phan.manh.thien032@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Gold,True,2024-02-19T10:44:38
KH001167,UNIQUE0001167,Phan Chi Dung,0992308204,phan.chi.dung984@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Gold,True,2024-09-30T10:44:38
KH001168,UNIQUE0001168,Kieu Xuan Khanh,0936927662,kieu.xuan.khanh967@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Silver,True,2025-02-25T10:44:38
KH001169,UNIQUE0001169,Ong Quan Tam,0929834380,ong.quan.tam445@customer.tgdd.vn,Thanh Hoa,Thanh Hoa,North,Platinum,True,2023-01-28T10:44:38
KH001170,UNIQUE0001170,Ha Thanh Phong,0970563301,ha.thanh.phong921@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Platinum,True,2023-07-20T10:44:38
KH001171,UNIQUE0001171,Kieu Quynh Linh,0916194092,kieu.quynh.linh707@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Gold,True,2023-06-23T10:44:38
KH001172,UNIQUE0001172,Cao Duy Huy,0963596478,cao.duy.huy948@customer.tgdd.vn,Vung Tau,Ba Ria-Vung Tau,South,Gold,False,2023-02-16T10:44:38
KH001173,UNIQUE0001173,Ho Diem Phong,0922145468,ho.diem.phong242@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Silver,True,2024-12-15T10:44:38
KH001174,UNIQUE0001174,Phan Le Linh,0982055532,phan.le.linh658@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Platinum,False,2023-01-28T10:44:38
KH001175,UNIQUE0001175,Tran Tung Phong,0998417623,tran.tung.phong393@customer.tgdd.vn,Quang Ninh,Quang Ninh,North,Silver,True,2023-08-30T10:44:38
KH001176,UNIQUE0001176,Trieu Huong Bang,0999744838,trieu.huong.bang893@customer.tgdd.vn,Quang Ninh,Quang Ninh,North,Diamond,True,2023-01-10T10:44:38
KH001177,UNIQUE0001177,Lam Thanh Hieu,0973063600,lam.thanh.hieu146@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Gold,True,2023-06-19T10:44:38
KH001178,UNIQUE0001178,Pham Thanh Tien,0962292592,pham.thanh.tien622@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Silver,True,2023-02-26T10:44:38
KH001179,UNIQUE0001179,Ha Tuyet Linh,0994025681,ha.tuyet.linh780@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Silver,True,2025-02-07T10:44:38
KH001180,UNIQUE0001180,Le Thao Ai,0961505063,le.thao.ai269@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Silver,True,2023-08-22T10:44:38
KH001181,UNIQUE0001181,Lam Van Hao,0923609944,lam.van.hao084@customer.tgdd.vn,Vinh,Nghe An,North,Platinum,True,2025-08-28T10:44:38
KH001182,UNIQUE0001182,Truong Xuan My,0964019070,truong.xuan.my371@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Diamond,True,2024-03-16T10:44:38
KH001183,UNIQUE0001183,Vu Le Hong,0938950245,vu.le.hong026@customer.tgdd.vn,Rach Gia,Kien Giang,South,Silver,True,2023-07-11T10:44:38
KH001184,UNIQUE0001184,Cao Van Nam,0989760162,cao.van.nam467@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Silver,False,2024-09-29T10:44:38
KH001185,UNIQUE0001185,Do Giang Oanh,0956861306,đo.giang.oanh742@customer.tgdd.vn,Rach Gia,Kien Giang,South,Gold,False,2025-01-27T10:44:38
KH001186,UNIQUE0001186,Do Hoang Dat,0950926214,đo.hoang.đat266@customer.tgdd.vn,Can Tho,Can Tho,South,Platinum,True,2023-03-24T10:44:38
KH001187,UNIQUE0001187,Vi Vy Huyen,0976308122,vi.vy.huyen253@customer.tgdd.vn,Da Nang,Da Nang,Central,Silver,True,2024-01-02T10:44:38
KH001188,UNIQUE0001188,Doan Cuong Tri,0971661438,đoan.cuong.tri650@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Silver,True,2024-11-11T10:44:38
KH001189,UNIQUE0001189,Lam Kim Thu,0950001663,lam.kim.thu542@customer.tgdd.vn,Da Nang,Da Nang,Central,Silver,True,2023-02-28T10:44:38
KH001190,UNIQUE0001190,Vi Ngoc Phong,0949892926,vi.ngoc.phong063@customer.tgdd.vn,Vinh,Nghe An,North,VIP,True,2024-11-14T10:44:38
KH001191,UNIQUE0001191,Luu Thi Bi,0958797099,luu.thi.bi539@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Gold,True,2023-09-11T10:44:38
KH001192,UNIQUE0001192,Vu Thanh Toan,0930214107,vu.thanh.toan316@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Silver,True,2022-12-31T10:44:38
KH001193,UNIQUE0001193,Trieu Hoang Tan,0976015354,trieu.hoang.tan700@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Gold,False,2024-10-07T10:44:38
KH001194,UNIQUE0001194,Trinh Loc Nam,0945514994,trinh.loc.nam717@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,True,2022-12-19T10:44:38
KH001195,UNIQUE0001195,Ton Loc Hung,0979594748,ton.loc.hung674@customer.tgdd.vn,Hai Phong,Hai Phong,North,Gold,True,2024-01-05T10:44:38
KH001196,UNIQUE0001196,Kieu Thanh Nhi,0941162652,kieu.thanh.nhi096@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Diamond,True,2025-04-08T10:44:38
KH001197,UNIQUE0001197,Pham Ha Thuy,0941077473,pham.ha.thuy740@customer.tgdd.vn,Hanoi,Hanoi,North,Silver,True,2024-02-22T10:44:38
KH001198,UNIQUE0001198,Kieu Minh Thang,0932068047,kieu.minh.thang737@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Diamond,False,2023-03-28T10:44:38
KH001199,UNIQUE0001199,Vo Tung Vinh,0920901536,vo.tung.vinh124@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Silver,True,2024-09-03T10:44:38
KH001200,UNIQUE0001200,Dang Ngoc Thu,0912421811,đang.ngoc.thu305@customer.tgdd.vn,Long Xuyen,An Giang,South,Gold,True,2023-11-06T10:44:38
KH001201,UNIQUE0001201,Kieu My Lan,0955347820,kieu.my.lan602@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,VIP,True,2023-11-22T10:44:38
KH001202,UNIQUE0001202,Le Huong Ly,0938314967,le.huong.ly356@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Silver,True,2024-11-02T10:44:38
KH001203,UNIQUE0001203,Yen Thanh Hoai,0991982357,yen.thanh.hoai209@customer.tgdd.vn,Pleiku,Gia Lai,Central Highlands,Silver,True,2024-02-17T10:44:38
KH001204,UNIQUE0001204,Ho Long Chuong,0996158497,ho.long.chuong756@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Platinum,True,2025-06-29T10:44:38
KH001205,UNIQUE0001205,Lam Xuan Trang,0987755220,lam.xuan.trang895@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Platinum,True,2024-04-28T10:44:38
KH001206,UNIQUE0001206,Truong Kim Anh,0954424093,truong.kim.anh058@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,True,2023-05-09T10:44:38
KH001207,UNIQUE0001207,Quach Huu Quyet,0986420487,quach.huu.quyet181@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Silver,True,2023-07-08T10:44:38
KH001208,UNIQUE0001208,Truong Oanh Vy,0956997528,truong.oanh.vy806@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Silver,True,2024-03-08T10:44:38
KH001209,UNIQUE0001209,Ong Quynh Diem,0998220884,ong.quynh.diem121@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Silver,True,2023-05-11T10:44:38
KH001210,UNIQUE0001210,Hoang Xuan Linh,0926535431,hoang.xuan.linh074@customer.tgdd.vn,Hanoi,Hanoi,North,Silver,False,2024-12-14T10:44:38
KH001211,UNIQUE0001211,Yen Thao Loc,0932552345,yen.thao.loc175@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,True,2023-08-01T10:44:38
KH001212,UNIQUE0001212,Hoang Giang Kieu,0986127002,hoang.giang.kieu810@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Silver,True,2023-01-18T10:44:38
KH001213,UNIQUE0001213,To Trang Hien,0961714389,to.trang.hien253@customer.tgdd.vn,Can Tho,Can Tho,South,Silver,True,2025-05-12T10:44:38
KH001214,UNIQUE0001214,Le Huu Hao,0982364591,le.huu.hao313@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Silver,True,2025-04-27T10:44:38
KH001215,UNIQUE0001215,Dang Oanh Ha,0994126100,đang.oanh.ha107@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Silver,True,2025-06-18T10:44:38
KH001216,UNIQUE0001216,Dang Phuong Bao,0950690812,đang.phuong.bao192@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,True,2025-04-22T10:44:38
KH001217,UNIQUE0001217,Ha Anh Yen,0968033913,ha.anh.yen232@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Gold,True,2025-10-21T10:44:38
KH001218,UNIQUE0001218,Bui Chi Khanh,0983095175,bui.chi.khanh599@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Platinum,True,2023-12-02T10:44:38
KH001219,UNIQUE0001219,Truong Le Anh,0935945799,truong.le.anh021@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Gold,True,2023-03-07T10:44:38
KH001220,UNIQUE0001220,Trieu Nam Nam,0934213535,trieu.nam.nam520@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Platinum,True,2024-10-15T10:44:38
KH001221,UNIQUE0001221,Pham Lan Ai,0976912122,pham.lan.ai789@customer.tgdd.vn,Vung Tau,Ba Ria-Vung Tau,South,Platinum,True,2023-04-16T10:44:38
KH001222,UNIQUE0001222,Do Tung Tien,0969980541,đo.tung.tien847@customer.tgdd.vn,Vinh,Nghe An,North,Gold,False,2025-06-20T10:44:38
KH001223,UNIQUE0001223,Yen Hoai Nga,0922637482,yen.hoai.nga194@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Gold,True,2024-10-11T10:44:38
KH001224,UNIQUE0001224,Trieu Dinh Nhan,0993638523,trieu.đinh.nhan840@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Silver,True,2023-05-09T10:44:38
KH001225,UNIQUE0001225,Luu Thu Yen,0944996185,luu.thu.yen251@customer.tgdd.vn,Long Xuyen,An Giang,South,Gold,True,2025-10-20T10:44:38
KH001226,UNIQUE0001226,Mai Kim Nga,0982970632,mai.kim.nga941@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Gold,True,2025-05-07T10:44:38
KH001227,UNIQUE0001227,Ton Quoc Son,0981302961,ton.quoc.son899@customer.tgdd.vn,Long Xuyen,An Giang,South,Gold,True,2025-10-30T10:44:38
KH001228,UNIQUE0001228,Duong Cuong Vu,0978490946,duong.cuong.vu302@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,False,2023-03-22T10:44:38
KH001229,UNIQUE0001229,Vi Quyen Kieu,0940455702,vi.quyen.kieu542@customer.tgdd.vn,Rach Gia,Kien Giang,South,Silver,True,2024-10-17T10:44:38
KH001230,UNIQUE0001230,Ung Le Bao,0961259504,ung.le.bao922@customer.tgdd.vn,Da Nang,Da Nang,Central,Platinum,True,2023-07-08T10:44:38
KH001231,UNIQUE0001231,Kieu Diem Tuyen,0982535946,kieu.diem.tuyen669@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Silver,True,2023-06-05T10:44:38
KH001232,UNIQUE0001232,Ton Anh Hoai,0972167073,ton.anh.hoai704@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Platinum,True,2023-01-17T10:44:38
KH001233,UNIQUE0001233,Hoang Hao Tai,0941949082,hoang.hao.tai294@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Silver,True,2022-12-26T10:44:38
KH001234,UNIQUE0001234,Kieu Thanh Chuong,0946224059,kieu.thanh.chuong067@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Silver,True,2024-05-12T10:44:38
KH001235,UNIQUE0001235,Ly Trang Thao,0990614072,ly.trang.thao051@customer.tgdd.vn,Vinh,Nghe An,North,Platinum,True,2023-10-05T10:44:38
KH001236,UNIQUE0001236,Ly Van Manh,0957636110,ly.van.manh141@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Silver,True,2022-11-26T10:44:38
KH001237,UNIQUE0001237,Ha Hoang Thien,0912062504,ha.hoang.thien599@customer.tgdd.vn,Can Tho,Can Tho,South,Silver,False,2025-03-04T10:44:38
KH001238,UNIQUE0001238,Chu Hoai Linh,0921185523,chu.hoai.linh562@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Gold,True,2024-08-10T10:44:38
KH001239,UNIQUE0001239,Doan Hoang Xuan,0962219348,đoan.hoang.xuan123@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Diamond,True,2023-08-31T10:44:38
KH001240,UNIQUE0001240,Doan Kim Sao,0978653552,đoan.kim.sao485@customer.tgdd.vn,Vinh,Nghe An,North,Gold,True,2025-03-01T10:44:38
KH001241,UNIQUE0001241,Ho Quan Tan,0967244372,ho.quan.tan834@customer.tgdd.vn,Pleiku,Gia Lai,Central Highlands,Gold,True,2022-12-15T10:44:38
KH001242,UNIQUE0001242,Ong Gia Chien,0931482191,ong.gia.chien797@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Silver,True,2024-08-05T10:44:38
KH001243,UNIQUE0001243,Truong Diem Hoa,0971787093,truong.diem.hoa580@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Silver,True,2024-11-21T10:44:38
KH001244,UNIQUE0001244,Bui Quyen Tuong,0985578411,bui.quyen.tuong248@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Gold,True,2023-08-14T10:44:38
KH001245,UNIQUE0001245,Chu Thu Anh,0936186487,chu.thu.anh171@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Silver,True,2023-12-19T10:44:38
KH001246,UNIQUE0001246,Dang Ngoc Phuong,0930321314,đang.ngoc.phuong796@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Silver,True,2024-02-05T10:44:38
KH001247,UNIQUE0001247,Thoi Thi Kieu,0992976734,thoi.thi.kieu868@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Gold,True,2025-02-21T10:44:38
KH001248,UNIQUE0001248,Yen Hung Khoa,0956256338,yen.hung.khoa360@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Gold,True,2023-09-05T10:44:38
KH001249,UNIQUE0001249,Ong Quoc Tien,0964305111,ong.quoc.tien970@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Gold,True,2023-05-19T10:44:38
KH001250,UNIQUE0001250,Vo Thanh Nghia,0980615798,vo.thanh.nghia504@customer.tgdd.vn,Da Nang,Da Nang,Central,Silver,True,2023-03-15T10:44:38
KH001251,UNIQUE0001251,Quach Oanh Loc,0947716904,quach.oanh.loc975@customer.tgdd.vn,Thanh Hoa,Thanh Hoa,North,Platinum,True,2025-08-28T10:44:38
KH001252,UNIQUE0001252,Dang Duy Tung,0950764757,đang.duy.tung413@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Gold,False,2025-04-22T10:44:38
KH001253,UNIQUE0001253,Ung Kiet Tuan,0995689121,ung.kiet.tuan030@customer.tgdd.vn,Hanoi,Hanoi,North,Gold,False,2022-11-14T10:44:38
KH001254,UNIQUE0001254,Thoi Trung Phong,0950268513,thoi.trung.phong057@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Gold,True,2025-04-14T10:44:38
KH001255,UNIQUE0001255,Thoi Long Nam,0955005271,thoi.long.nam771@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Silver,True,2025-02-26T10:44:38
KH001256,UNIQUE0001256,Cao Huu Truong,0933145360,cao.huu.truong231@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Gold,False,2024-09-16T10:44:38
KH001257,UNIQUE0001257,Ung Thien Chuong,0988045523,ung.thien.chuong132@customer.tgdd.vn,Vung Tau,Ba Ria-Vung Tau,South,VIP,False,2025-01-03T10:44:38
KH001258,UNIQUE0001258,Do Yen Tu,0942708554,đo.yen.tu023@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Gold,True,2024-10-24T10:44:38
