seller_id,seller_name,seller_email,seller_phone,seller_zip_code_prefix,seller_city,seller_state
seller_247,Dang Duy Khang,đang.duy.khang430@thegioididong.com,095662503,669776,Vung Tau,Ba Ria-Vung Tau
seller_248,Dang Phuc Son,đang.phuc.son124@thegioididong.com,092217987,462029,Dong Ha,Quang Tri
seller_249,Yen Trung Duc,yen.trung.đuc847@thegioididong.com,094561254,648977,Rach Gia,Kien Giang
seller_250,Vo Cuong Nhan,vo.cuong.nhan221@thegioididong.com,099818366,621236,Long Xuyen,An Giang
seller_251,Doan Anh Han,đoan.anh.han146@thegioididong.com,099881905,225260,Tam Ky,Quang Nam
seller_252,Ly Tung Hoai,ly.tung.hoai711@thegioididong.com,097142120,728071,Dong Ha,Quang Tri
seller_253,Ngo Quyen Nhu,ngo.quyen.nhu238@thegioididong.com,091486156,326095,Tuy Hoa,Phu Yen
seller_254,Ung Nhat Phuc,ung.nhat.phuc208@thegioididong.com,099651231,811648,Nha Trang,Khanh Hoa
seller_255,Ton Hung Tung,ton.hung.tung892@thegioididong.com,094461065,257570,Tam Ky,Quang Nam
seller_256,Hoang Hung Vu,hoang.hung.vu368@thegioididong.com,091632630,268938,Ha Tinh,Ha Tinh
seller_257,Vo Nam Tam,vo.nam.tam941@thegioididong.com,093575857,384071,Quy Nhon,Binh Dinh
seller_258,Ung Kim Tuyen,ung.kim.tuyen935@thegioididong.com,099404829,889589,Dong Ha,Quang Tri
seller_259,Lam Cuong Hoai,lam.cuong.hoai933@thegioididong.com,095006330,677850,Long Xuyen,An Giang
seller_260,Hoang The Quyet,hoang.the.quyet151@thegioididong.com,097296988,775543,Quy Nhon,Binh Dinh
seller_261,Duong Thanh Tien,duong.thanh.tien241@thegioididong.com,095104657,181999,Phan Thiet,Binh Thuan
seller_262,Ung Tung Kien,ung.tung.kien655@thegioididong.com,093350789,487744,Tuy Hoa,Phu Yen
seller_263,Lam Hai Linh,lam.hai.linh914@thegioididong.com,093076685,561199,Da Nang,Da Nang
seller_264,Chu Loc Thai,chu.loc.thai451@thegioididong.com,096159266,671167,Dong Hoi,Quang Binh
seller_265,Luu Long Hoai,luu.long.hoai256@thegioididong.com,091840841,179163,Hanoi,Hanoi
seller_266,Hoang Anh Thuy,hoang.anh.thuy257@thegioididong.com,094872212,238151,Vung Tau,Ba Ria-Vung Tau
seller_267,Vo Yen Bao,vo.yen.bao832@thegioididong.com,092310393,533442,Bien Hoa,Dong Nai
seller_268,Trinh Huong Cuc,trinh.huong.cuc687@thegioididong.com,094404898,978751,Da Nang,Da Nang
seller_269,Pham Hung Hieu,pham.hung.hieu280@thegioididong.com,094352189,756725,Phan Thiet,Binh Thuan
seller_270,Duong Thien Binh,duong.thien.binh306@thegioididong.com,091873376,146702,Phan Thiet,Binh Thuan
seller_271,Vi Phong Khang,vi.phong.khang439@thegioididong.com,093841548,909780,Phan Thiet,Binh Thuan
seller_272,Ngo Anh Han,ngo.anh.han280@thegioididong.com,096043804,474645,Can Tho,Can Tho
seller_273,Ung Giang Gia,ung.giang.gia991@thegioididong.com,095086147,745816,Rach Gia,Kien Giang
seller_274,Quach Thien Nhan,quach.thien.nhan670@thegioididong.com,098916256,249148,Thu Dau Mot,Binh Duong
seller_275,Phan Quyen Lan,phan.quyen.lan449@thegioididong.com,098087476,443273,Quy Nhon,Binh Dinh
seller_276,Nguyen The Yen,nguyen.the.yen228@thegioididong.com,098700056,396865,Thai Nguyen,Thai Nguyen
seller_277,Ngo Thu Yen,ngo.thu.yen949@thegioididong.com,099045428,766278,Nam Dinh,Nam Dinh
seller_278,Tran Van Bao,tran.van.bao180@thegioididong.com,092693921,651701,Long Xuyen,An Giang
seller_279,Vo Anh Lam,vo.anh.lam730@thegioididong.com,098354427,567900,Long Xuyen,An Giang
seller_280,Nguyen Huu Binh,nguyen.huu.binh115@thegioididong.com,096240336,610135,Quy Nhon,Binh Dinh
seller_281,Kieu Le Quyen,kieu.le.quyen002@thegioididong.com,093307642,566842,Hue,Thua Thien Hue
seller_282,Cao Kim Trang,cao.kim.trang401@thegioididong.com,096440195,357634,Vung Tau,Ba Ria-Vung Tau
seller_283,Kim Hao Chuong,kim.hao.chuong173@thegioididong.com,091004780,748444,Phan Thiet,Binh Thuan
seller_284,Ngo Quoc Trung,ngo.quoc.trung675@thegioididong.com,093702321,741397,Quang Ninh,Quang Ninh
seller_285,Pham Gia Hieu,pham.gia.hieu974@thegioididong.com,091613545,740547,Ho Chi Minh City,HCMC
seller_286,Trieu Van Luan,trieu.van.luan493@thegioididong.com,096410391,654098,Hue,Thua Thien Hue
seller_287,Vu Ngan Thao,vu.ngan.thao435@thegioididong.com,092925842,681871,Da Nang,Da Nang
seller_288,Trieu Quoc Luan,trieu.quoc.luan934@thegioididong.com,099235202,911601,Da Lat,Lam Dong
seller_289,Yen Cuong Hao,yen.cuong.hao788@thegioididong.com,099416518,693279,Bien Hoa,Dong Nai
seller_290,Tran Hao Vinh,tran.hao.vinh750@thegioididong.com,092780983,401620,Nam Dinh,Nam Dinh
seller_291,Ton Thanh Phong,ton.thanh.phong689@thegioididong.com,091985520,726345,Bien Hoa,Dong Nai
seller_292,Ong Thanh Thinh,ong.thanh.thinh518@thegioididong.com,097206769,228463,Hue,Thua Thien Hue
seller_293,Vo Gia Dat,vo.gia.đat629@thegioididong.com,098461464,222032,Dong Ha,Quang Tri
seller_294,Duong Gia Xuan,duong.gia.xuan140@thegioididong.com,091485575,159598,Quy Nhon,Binh Dinh
seller_295,Bui Duyen Huyen,bui.duyen.huyen165@thegioididong.com,092356687,300665,Da Nang,Da Nang
seller_296,Tran The Hieu,tran.the.hieu597@thegioididong.com,099197572,668110,Bien Hoa,Dong Nai
seller_297,Pham Long Kien,pham.long.kien627@thegioididong.com,094793624,189115,Hanoi,Hanoi
seller_298,Kieu Xuan Manh,kieu.xuan.manh177@thegioididong.com,098457239,247222,Thanh Hoa,Thanh Hoa
seller_299,Le Thao Anh,le.thao.anh257@thegioididong.com,097543394,561280,Nha Trang,Khanh Hoa
seller_300,Doan Phuc An,đoan.phuc.an240@thegioididong.com,096668992,791251,Rach Gia,Kien Giang
seller_301,Dang Anh Khanh,đang.anh.khanh760@thegioididong.com,099834397,724559,Ho Chi Minh City,HCMC
seller_302,Duong Thi Ly,duong.thi.ly113@thegioididong.com,098185201,240159,Thai Nguyen,Thai Nguyen
seller_303,Ho Thanh Sang,ho.thanh.sang747@thegioididong.com,099621028,723548,Ho Chi Minh City,HCMC
seller_304,Tran Nam Trung,tran.nam.trung582@thegioididong.com,092940016,382347,Pleiku,Gia Lai
seller_305,Ton Thi Cuc,ton.thi.cuc491@thegioididong.com,094154593,225216,Quang Ninh,Quang Ninh
seller_306,Ong Van Truong,ong.van.truong512@thegioididong.com,098664736,595251,Tuy Hoa,Phu Yen
seller_307,Tran Thuy Tuyen,tran.thuy.tuyen556@thegioididong.com,096396554,425981,Rach Gia,Kien Giang
seller_308,Phan Quynh Phong,phan.quynh.phong693@thegioididong.com,091925055,964289,Pleiku,Gia Lai
seller_309,Phan Phong Phong,phan.phong.phong669@thegioididong.com,097803957,544747,Vinh,Nghe An
seller_310,Mai Huong Chinh,mai.huong.chinh495@thegioididong.com,094501666,248340,Ha Tinh,Ha Tinh
seller_311,Ho Loc Hoai,ho.loc.hoai234@thegioididong.com,095231351,882536,Ha Tinh,Ha Tinh
seller_312,Doan Duyen Chinh,đoan.duyen.chinh912@thegioididong.com,096958651,589533,Thai Nguyen,Thai Nguyen
seller_313,Le Anh Duc,le.anh.đuc321@thegioididong.com,092586299,163300,Hue,Thua Thien Hue
seller_314,Thai My Tuyen,thai.my.tuyen553@thegioididong.com,096041693,234933,Bien Hoa,Dong Nai
seller_315,Mai Lan Bao,mai.lan.bao182@thegioididong.com,096211806,889585,Thai Nguyen,Thai Nguyen
seller_316,Trinh Long Tai,trinh.long.tai363@thegioididong.com,091542407,900881,Pleiku,Gia Lai
seller_317,Thoi Vy Ngoc,thoi.vy.ngoc800@thegioididong.com,098532888,191051,Vung Tau,Ba Ria-Vung Tau
seller_318,Thoi Nam Thien,thoi.nam.thien275@thegioididong.com,092656754,215762,Nha Trang,Khanh Hoa
seller_319,Vu Long Thai,vu.long.thai484@thegioididong.com,099052426,903994,Tam Ky,Quang Nam
seller_320,Vi Thanh Khiem,vi.thanh.khiem093@thegioididong.com,099383538,658805,Da Lat,Lam Dong
seller_321,Phan Yen Nghi,phan.yen.nghi912@thegioididong.com,091688353,934960,Da Nang,Da Nang
seller_322,Ong Nam Quoc,ong.nam.quoc709@thegioididong.com,093033888,781930,Ho Chi Minh City,HCMC
seller_323,Duong Gia Quyet,duong.gia.quyet509@thegioididong.com,097770418,208735,Hai Phong,Hai Phong
seller_324,Hoang Thuy Trinh,hoang.thuy.trinh590@thegioididong.com,098323386,832090,Vung Tau,Ba Ria-Vung Tau
seller_325,Cao Duyen Luu,cao.duyen.luu844@thegioididong.com,093514222,847673,Tuy Hoa,Phu Yen
seller_326,To Gia Nhan,to.gia.nhan472@thegioididong.com,092942400,626236,Nha Trang,Khanh Hoa
seller_327,Chu Thuy Oanh,chu.thuy.oanh624@thegioididong.com,094195347,145148,Hai Phong,Hai Phong
seller_328,Bui Ngoc Thu,bui.ngoc.thu587@thegioididong.com,097055635,423613,Buon Ma Thuot,Dak Lak
seller_329,Bui Trung Sang,bui.trung.sang061@thegioididong.com,096625933,780846,Pleiku,Gia Lai
seller_330,Luu Duyen Gia,luu.duyen.gia023@thegioididong.com,098361243,673755,Tam Ky,Quang Nam
seller_331,Vo Kim Huyen,vo.kim.huyen737@thegioididong.com,098210976,353748,Rach Gia,Kien Giang
seller_332,Ong Thuy Lam,ong.thuy.lam289@thegioididong.com,096277528,297986,Long Xuyen,An Giang
seller_333,Ung Phuc Thien,ung.phuc.thien544@thegioididong.com,093665555,394782,Pleiku,Gia Lai
seller_334,Kieu Duy Vinh,kieu.duy.vinh052@thegioididong.com,094584301,292113,Thai Nguyen,Thai Nguyen
seller_335,Cao Anh Trinh,cao.anh.trinh120@thegioididong.com,096322248,972123,Long Xuyen,An Giang
seller_336,Trieu Ngan Kieu,trieu.ngan.kieu924@thegioididong.com,091789379,323129,Phan Thiet,Binh Thuan
seller_337,Trinh Kim Tu,trinh.kim.tu613@thegioididong.com,099232889,112602,Hanoi,Hanoi
seller_338,Vi Long Khoi,vi.long.khoi716@thegioididong.com,091876616,397973,Da Lat,Lam Dong
seller_339,Duong Trung Luan,duong.trung.luan046@thegioididong.com,094589253,703531,Ho Chi Minh City,HCMC
seller_340,Kim Kiet Xuan,kim.kiet.xuan766@thegioididong.com,097407817,479492,Quang Ninh,Quang Ninh
seller_341,Ung Lan Yen,ung.lan.yen108@thegioididong.com,098488282,265278,Quy Nhon,Binh Dinh
seller_342,Lam Ngan Hoa,lam.ngan.hoa923@thegioididong.com,096062522,888706,Bien Hoa,Dong Nai
seller_343,Vi Kiet Bao,vi.kiet.bao903@thegioididong.com,093786086,512667,Ha Tinh,Ha Tinh
seller_344,Thoi Ha Tuyen,thoi.ha.tuyen981@thegioididong.com,094192076,256934,Quang Ninh,Quang Ninh
seller_345,Truong Quan Hao,truong.quan.hao994@thegioididong.com,099266706,656471,Thai Nguyen,Thai Nguyen
seller_346,Ngo Thuy Thao,ngo.thuy.thao508@thegioididong.com,096100994,113122,Vung Tau,Ba Ria-Vung Tau
seller_347,Mai Thanh Tung,mai.thanh.tung390@thegioididong.com,093312457,270640,Thu Dau Mot,Binh Duong
seller_348,Kieu Trung Giau,kieu.trung.giau453@thegioididong.com,099545331,348413,Buon Ma Thuot,Dak Lak
seller_349,Pham Chi Nhi,pham.chi.nhi194@thegioididong.com,093086398,180316,Hue,Thua Thien Hue
seller_350,Yen Linh Man,yen.linh.man879@thegioididong.com,093569443,511307,Hue,Thua Thien Hue
seller_351,Vo Quynh Tien,vo.quynh.tien119@thegioididong.com,098467704,773623,Ho Chi Minh City,HCMC
seller_352,Dang Thien Thinh,đang.thien.thinh991@thegioididong.com,094154721,699557,Thu Dau Mot,Binh Duong
seller_353,Bui Kiet Thien,bui.kiet.thien674@thegioididong.com,094537895,307291,Thanh Hoa,Thanh Hoa
seller_354,Dang Hao Trung,đang.hao.trung695@thegioididong.com,091428892,171466,Dong Hoi,Quang Binh
seller_355,Lam Van Nam,lam.van.nam914@thegioididong.com,098418581,481384,Nam Dinh,Nam Dinh
seller_356,Lam Duyen Chi,lam.duyen.chi280@thegioididong.com,099616660,114015,Vinh,Nghe An
seller_357,Chu Quoc Truong,chu.quoc.truong168@thegioididong.com,098882785,553308,Nam Dinh,Nam Dinh
seller_358,Do Xuan Vinh,đo.xuan.vinh669@thegioididong.com,092655961,493939,Thai Nguyen,Thai Nguyen
seller_359,Vo Ha Chinh,vo.ha.chinh500@thegioididong.com,095909227,766868,Thu Dau Mot,Binh Duong
seller_360,Nguyen Lan Hien,nguyen.lan.hien927@thegioididong.com,096329573,176554,Hai Phong,Hai Phong
seller_361,Ha Gia Huy,ha.gia.huy756@thegioididong.com,094849095,942763,Dong Hoi,Quang Binh
seller_362,Luu Quoc Tan,luu.quoc.tan786@thegioididong.com,093348449,198125,Rach Gia,Kien Giang
seller_363,Lam Diem Xuan,lam.diem.xuan994@thegioididong.com,095677940,990629,Buon Ma Thuot,Dak Lak
seller_364,Doan Hoai Vy,đoan.hoai.vy826@thegioididong.com,098882455,162699,Quy Nhon,Binh Dinh
seller_365,Ha Van Chuong,ha.van.chuong798@thegioididong.com,097906684,144806,Quang Ninh,Quang Ninh
seller_366,Chu Duyen Thu,chu.duyen.thu329@thegioididong.com,093509291,951388,Phan Thiet,Binh Thuan
seller_367,Vo Anh Vinh,vo.anh.vinh539@thegioididong.com,095183549,956309,Tam Ky,Quang Nam
seller_368,Vu Le Linh,vu.le.linh281@thegioididong.com,093971894,889630,Buon Ma Thuot,Dak Lak
seller_369,Ung Loc Phi,ung.loc.phi648@thegioididong.com,097748498,397164,Ha Tinh,Ha Tinh
seller_370,Thai Minh Quyet,thai.minh.quyet360@thegioididong.com,094862161,478822,Dong Hoi,Quang Binh
seller_371,Duong Thanh Khang,duong.thanh.khang541@thegioididong.com,096441176,645876,Quang Ninh,Quang Ninh
seller_372,Hoang Trang Thao,hoang.trang.thao556@thegioididong.com,099983078,101207,Nam Dinh,Nam Dinh
seller_373,Yen Dinh Manh,yen.đinh.manh761@thegioididong.com,093899556,345928,Quang Ninh,Quang Ninh
seller_374,Le Thu Lan,le.thu.lan780@thegioididong.com,091859149,885282,Ha Tinh,Ha Tinh
seller_375,Thai Loc Thanh,thai.loc.thanh668@thegioididong.com,096824724,871985,Hue,Thua Thien Hue
seller_376,Bui Phuong Trang,bui.phuong.trang441@thegioididong.com,094866940,390366,Tuy Hoa,Phu Yen
seller_377,Truong Ha Tu,truong.ha.tu317@thegioididong.com,094432376,816199,Nha Trang,Khanh Hoa
seller_378,Vo Hai Chuong,vo.hai.chuong624@thegioididong.com,094796062,415914,Ha Tinh,Ha Tinh
seller_379,Hoang Dinh Dat,hoang.đinh.đat169@thegioididong.com,095766857,374508,Pleiku,Gia Lai
seller_380,Chu Thanh Tien,chu.thanh.tien393@thegioididong.com,091755757,727950,Vung Tau,Ba Ria-Vung Tau
seller_381,Yen Minh Long,yen.minh.long422@thegioididong.com,097670160,518873,Da Nang,Da Nang
seller_382,Kieu Hoai Diem,kieu.hoai.diem388@thegioididong.com,098919868,857681,Nha Trang,Khanh Hoa
seller_383,Ton Loc Son,ton.loc.son551@thegioididong.com,095843359,558441,Rach Gia,Kien Giang
seller_384,To Xuan Xuan,to.xuan.xuan278@thegioididong.com,096536791,521375,Hai Phong,Hai Phong
seller_385,Truong Son Yen,truong.son.yen994@thegioididong.com,096443936,616566,Nha Trang,Khanh Hoa
seller_386,Yen My Huyen,yen.my.huyen519@thegioididong.com,096860060,902630,Can Tho,Can Tho
seller_387,Le Ngan Bang,le.ngan.bang839@thegioididong.com,095719089,766644,Hue,Thua Thien Hue
seller_388,Tran Ngoc Mai,tran.ngoc.mai393@thegioididong.com,094971502,237912,Buon Ma Thuot,Dak Lak
seller_389,Thoi Oanh Tuyen,thoi.oanh.tuyen580@thegioididong.com,099954494,240906,Tuy Hoa,Phu Yen
seller_390,Phan Le Huyen,phan.le.huyen406@thegioididong.com,095269972,966686,Ha Tinh,Ha Tinh
seller_391,Pham Linh Truc,pham.linh.truc708@thegioididong.com,091556631,338633,Vinh,Nghe An
seller_392,Ly Phuong Luu,ly.phuong.luu771@thegioididong.com,091909143,537010,Tam Ky,Quang Nam
seller_393,Ung Vy Thao,ung.vy.thao565@thegioididong.com,097088899,552277,Bien Hoa,Dong Nai
seller_394,Bui Lan Suong,bui.lan.suong219@thegioididong.com,094272661,631157,Hue,Thua Thien Hue
seller_395,Dang Son Tien,đang.son.tien065@thegioididong.com,091824399,965011,Quang Ninh,Quang Ninh
seller_396,Truong Tuyet Giang,truong.tuyet.giang608@thegioididong.com,097037008,761613,Quy Nhon,Binh Dinh
seller_397,Thai Tuyet Nhi,thai.tuyet.nhi717@thegioididong.com,093046752,795848,Ho Chi Minh City,HCMC
seller_398,Ung Huong Mai,ung.huong.mai194@thegioididong.com,092650270,742581,Hue,Thua Thien Hue
seller_399,Ong Nhat Hoai,ong.nhat.hoai330@thegioididong.com,098582361,148952,Buon Ma Thuot,Dak Lak
seller_400,Yen Thanh An,yen.thanh.an390@thegioididong.com,099362522,460300,Quy Nhon,Binh Dinh
seller_401,Tran Hoai Man,tran.hoai.man667@thegioididong.com,096927578,546239,Phan Thiet,Binh Thuan
seller_402,Kim Manh Tai,kim.manh.tai643@thegioididong.com,096689585,875876,Long Xuyen,An Giang
seller_403,Le Le Trang,le.le.trang961@thegioididong.com,095628032,505760,Buon Ma Thuot,Dak Lak
seller_404,Dinh Quyen Truc,đinh.quyen.truc336@thegioididong.com,092524192,198668,Hue,Thua Thien Hue
seller_405,Trinh Nhat Thien,trinh.nhat.thien416@thegioididong.com,095323836,366367,Nha Trang,Khanh Hoa
seller_406,Duong Cuong Khoa,duong.cuong.khoa934@thegioididong.com,092172470,625187,Ha Tinh,Ha Tinh
seller_407,Tran Minh Hung,tran.minh.hung153@thegioididong.com,097598417,419447,Da Lat,Lam Dong
seller_408,Ho Phuong Bi,ho.phuong.bi961@thegioididong.com,098804719,556632,Thai Nguyen,Thai Nguyen
seller_409,Tran Dinh Tam,tran.đinh.tam535@thegioididong.com,092257875,686859,Tuy Hoa,Phu Yen
seller_410,Quach Phuc Bao,quach.phuc.bao716@thegioididong.com,093087809,920462,Bien Hoa,Dong Nai
seller_411,Ngo Thanh Bang,ngo.thanh.bang381@thegioididong.com,096016500,120865,Thanh Hoa,Thanh Hoa
seller_412,Bui Anh Kieu,bui.anh.kieu700@thegioididong.com,097729511,786753,Nha Trang,Khanh Hoa
seller_413,Phan Ngan Dung,phan.ngan.dung279@thegioididong.com,091603297,767692,Ho Chi Minh City,HCMC
seller_414,Ha Le Anh,ha.le.anh137@thegioididong.com,094321106,497294,Buon Ma Thuot,Dak Lak
seller_415,Dang Nhat Khoi,đang.nhat.khoi663@thegioididong.com,095022956,292897,Vung Tau,Ba Ria-Vung Tau
seller_416,Do Thi Quynh,đo.thi.quynh183@thegioididong.com,092983249,759316,Tam Ky,Quang Nam
seller_417,Mai Long Tri,mai.long.tri112@thegioididong.com,098905894,641611,Can Tho,Can Tho
seller_418,Ong Trang Gia,ong.trang.gia767@thegioididong.com,092611104,316478,Long Xuyen,An Giang
seller_419,Kieu Vy Bang,kieu.vy.bang884@thegioididong.com,096619210,791778,Da Lat,Lam Dong
seller_420,Phan Kiet Tri,phan.kiet.tri244@thegioididong.com,098476378,950408,Tuy Hoa,Phu Yen
seller_421,Truong Duyen Kieu,truong.duyen.kieu495@thegioididong.com,099853852,151190,Quang Ninh,Quang Ninh
seller_422,Bui Ngan Giang,bui.ngan.giang968@thegioididong.com,092417444,795652,Pleiku,Gia Lai
seller_423,Nguyen Nhat Thang,nguyen.nhat.thang778@thegioididong.com,095818127,522413,Da Nang,Da Nang
seller_424,Hoang Manh Binh,hoang.manh.binh737@thegioididong.com,097257719,769922,Da Nang,Da Nang
seller_425,Ly Hao Duc,ly.hao.đuc987@thegioididong.com,096711109,564604,Tam Ky,Quang Nam
seller_426,Trieu Manh Chien,trieu.manh.chien296@thegioididong.com,099294010,132283,Hanoi,Hanoi
seller_427,Le Thanh Thinh,le.thanh.thinh260@thegioididong.com,092264144,622500,Vung Tau,Ba Ria-Vung Tau
seller_428,Ha Long Strong,ha.long.strong104@thegioididong.com,099954492,593120,Tam Ky,Quang Nam
seller_429,Trieu Quynh Man,trieu.quynh.man303@thegioididong.com,098266722,776751,Da Lat,Lam Dong
seller_430,Ung Lan Chi,ung.lan.chi467@thegioididong.com,091920302,785237,Hai Phong,Hai Phong
seller_431,Phan Phuc Dat,phan.phuc.đat581@thegioididong.com,097791740,577733,Tam Ky,Quang Nam
seller_432,Do Phuc Khang,đo.phuc.khang111@thegioididong.com,095367532,774435,Da Nang,Da Nang
seller_433,Ung Van Phi,ung.van.phi282@thegioididong.com,094902903,422057,Vung Tau,Ba Ria-Vung Tau
seller_434,Ton Phuong Tuyen,ton.phuong.tuyen856@thegioididong.com,095701863,676106,Can Tho,Can Tho
seller_435,Dang Cuong Quan,đang.cuong.quan323@thegioididong.com,093304948,913492,Thu Dau Mot,Binh Duong
seller_436,Yen Manh Phong,yen.manh.phong139@thegioididong.com,098261929,897314,Thai Nguyen,Thai Nguyen
seller_437,Pham Thanh Quyet,pham.thanh.quyet372@thegioididong.com,094503621,391919,Thu Dau Mot,Binh Duong
seller_438,Dang Dinh Tung,đang.đinh.tung956@thegioididong.com,093586225,461561,Can Tho,Can Tho
seller_439,Ha Thanh Kien,ha.thanh.kien212@thegioididong.com,095475944,868404,Ha Tinh,Ha Tinh
seller_440,Trinh Loc Vu,trinh.loc.vu550@thegioididong.com,096334877,995583,Dong Hoi,Quang Binh
seller_441,Cao Chi Yen,cao.chi.yen043@thegioididong.com,099610150,516987,Hai Phong,Hai Phong
seller_442,Do Anh Hoai,đo.anh.hoai517@thegioididong.com,096586389,766022,Ho Chi Minh City,HCMC
seller_443,Bui Xuan Tuyen,bui.xuan.tuyen465@thegioididong.com,096156783,811198,Tam Ky,Quang Nam
seller_444,Hoang Yen Nhi,hoang.yen.nhi949@thegioididong.com,098144397,972288,Ha Tinh,Ha Tinh
seller_445,Yen Thuy Dung,yen.thuy.dung296@thegioididong.com,099353943,413955,Da Nang,Da Nang
seller_446,Doan Minh Quyet,đoan.minh.quyet156@thegioididong.com,091665315,266897,Vung Tau,Ba Ria-Vung Tau
seller_447,Ly Gia Kien,ly.gia.kien066@thegioididong.com,097505772,646052,Tuy Hoa,Phu Yen
seller_448,Ly Long Chuong,ly.long.chuong448@thegioididong.com,098466777,748303,Vinh,Nghe An
seller_449,Lam Hoang Yen,lam.hoang.yen480@thegioididong.com,099368824,780725,Quy Nhon,Binh Dinh
seller_450,To Duy Son,to.duy.son068@thegioididong.com,096777786,928777,Tam Ky,Quang Nam
seller_451,Duong Son Trung,duong.son.trung614@thegioididong.com,094748136,535267,Quy Nhon,Binh Dinh
seller_452,Ha Son Vinh,ha.son.vinh565@thegioididong.com,099110718,749979,Nha Trang,Khanh Hoa
seller_453,Truong Xuan Binh,truong.xuan.binh702@thegioididong.com,092395199,739226,Hai Phong,Hai Phong
seller_454,Trieu Hoai Bang,trieu.hoai.bang487@thegioididong.com,096338438,460914,Quang Ninh,Quang Ninh
seller_455,Vo Huu Quan,vo.huu.quan942@thegioididong.com,095929455,250930,Thai Nguyen,Thai Nguyen
seller_456,Phan Thanh Hao,phan.thanh.hao780@thegioididong.com,099602293,777134,Ho Chi Minh City,HCMC
seller_457,Yen Huong Bao,yen.huong.bao236@thegioididong.com,091940478,886388,Thai Nguyen,Thai Nguyen
seller_458,Truong Tuyet Xuan,truong.tuyet.xuan331@thegioididong.com,096633383,816047,Vinh,Nghe An
seller_459,Ly Phuong Ngoc,ly.phuong.ngoc543@thegioididong.com,096366352,965727,Vinh,Nghe An
seller_460,Luu Vy Mai,luu.vy.mai886@thegioididong.com,098491040,453206,Quy Nhon,Binh Dinh
seller_461,Ha Cuong Tien,ha.cuong.tien909@thegioididong.com,093587013,150236,Hanoi,Hanoi
seller_462,Phan Giang Ngoc,phan.giang.ngoc828@thegioididong.com,094493096,497465,Dong Ha,Quang Tri
seller_463,Thoi Chi Nga,thoi.chi.nga597@thegioididong.com,098676869,958419,Phan Thiet,Binh Thuan
seller_464,Ha Anh Anh,ha.anh.anh586@thegioididong.com,093124561,437829,Nha Trang,Khanh Hoa
seller_465,Ung The Khiem,ung.the.khiem314@thegioididong.com,097599273,643852,Dong Ha,Quang Tri
seller_466,Ngo Tung Phuc,ngo.tung.phuc444@thegioididong.com,099648360,814292,Tuy Hoa,Phu Yen
seller_467,Ly Quoc Khiem,ly.quoc.khiem391@thegioididong.com,097918363,213594,Buon Ma Thuot,Dak Lak
seller_468,Trinh My Quyen,trinh.my.quyen083@thegioididong.com,093232811,709246,Dong Ha,Quang Tri
seller_469,Kieu Huu Dai,kieu.huu.đai715@thegioididong.com,097851299,690834,Dong Hoi,Quang Binh
seller_470,Ong Xuan Quynh,ong.xuan.quynh780@thegioididong.com,094801622,722810,Ha Tinh,Ha Tinh
seller_471,Hoang Nhat Nghia,hoang.nhat.nghia427@thegioididong.com,099527275,788954,Dong Ha,Quang Tri
seller_472,Mai Van Giau,mai.van.giau539@thegioididong.com,097274774,904524,Vung Tau,Ba Ria-Vung Tau
seller_473,Doan Duy Duc,đoan.duy.đuc673@thegioididong.com,097231036,997923,Dong Ha,Quang Tri
seller_474,Doan Tuyet Thuy,đoan.tuyet.thuy244@thegioididong.com,092000496,526821,Dong Ha,Quang Tri
seller_475,Tran Chi Ngoc,tran.chi.ngoc151@thegioididong.com,096192368,355870,Tam Ky,Quang Nam
seller_476,Ung Son Kien,ung.son.kien605@thegioididong.com,098461085,708212,Buon Ma Thuot,Dak Lak
seller_477,Bui Thuy Anh,bui.thuy.anh627@thegioididong.com,097825304,170762,Nha Trang,Khanh Hoa
seller_478,Quach Quan Truong,quach.quan.truong058@thegioididong.com,095172241,547042,Phan Thiet,Binh Thuan
seller_479,Dang Phuong Diem,đang.phuong.diem920@thegioididong.com,091032055,656084,Rach Gia,Kien Giang
seller_480,Quach Phuong Cuc,quach.phuong.cuc923@thegioididong.com,099699692,354793,Rach Gia,Kien Giang
seller_481,Vi Hoang Truong,vi.hoang.truong743@thegioididong.com,094988270,816676,Dong Ha,Quang Tri
seller_482,Yen Ngoc Lam,yen.ngoc.lam306@thegioididong.com,094126480,939027,Vinh,Nghe An
seller_483,Vu Hung Thien,vu.hung.thien936@thegioididong.com,091370524,240164,Buon Ma Thuot,Dak Lak
seller_484,Vi Phong Chien,vi.phong.chien736@thegioididong.com,092386921,866558,Hai Phong,Hai Phong
seller_485,Kim Huu Quoc,kim.huu.quoc982@thegioididong.com,098587071,552375,Dong Ha,Quang Tri
seller_486,Ho Kiet Yen,ho.kiet.yen281@thegioididong.com,093585807,324809,Dong Hoi,Quang Binh
seller_487,Duong Ha Huyen,duong.ha.huyen270@thegioididong.com,091396078,638679,Thanh Hoa,Thanh Hoa
seller_488,To Phuong Chinh,to.phuong.chinh345@thegioididong.com,098475032,763952,Buon Ma Thuot,Dak Lak
seller_489,Thoi Phong Binh,thoi.phong.binh462@thegioididong.com,097795844,293570,Vung Tau,Ba Ria-Vung Tau
seller_490,Ong Hoai Nga,ong.hoai.nga099@thegioididong.com,095508582,939275,Dong Hoi,Quang Binh
seller_491,Quach Thanh Tien,quach.thanh.tien981@thegioididong.com,096609296,589179,Can Tho,Can Tho
